Value1,Value2,Value3
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,2.900000000000000000e+01,2.900000000000000000e+01
