Value1,Value2,Value3
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
7.200000000000000000e+01,7.200000000000000000e+01,7.200000000000000000e+01
